,IdPu,NotaPu,IdAs
41,601b652bdeb842d5bb5dfd396f813c6a,718,8cacd097ee1f4be3b4a68aa9b339135e
42,a4d70f1356204ae8988d6fcd6e5435b8,888,5f248faa4d064363a31e424dcfbc3eba
43,b4850f23a74f4558a4bff51ca53eb602,546,96e9c532fe134454a9ad4a5b737946cd
44,a915a6ac96034b02bfb2659331e72441,638,fe481881f9f04ceeba53dbaea123cfa7
45,648121489567405dafa89c7002868f13,579,0c9d424a02944f1093ebc7c634b8aaf9
46,830eaa9a346544b193465cd0b8d11379,654,b053957fc9f44e9da9e21323458afa31
47,5a51b1f9dceb464b84be6aae8963bc7f,707,99dc170e12a84ab0b99e8ab0ee443b1c
48,2bd33630db2d43c8bf498ecf7577ce34,551,ca6f2fa3fec54e769dda09dba9e2a543
49,8367ea97fa1044ceb9b8dd00320e1657,649,eed39b546faf4c1ea018556a0bb1c6cb
50,3bf5c002038c4820aeb72cd44d1e33ba,430,796986d48e2f43ee9453e8cb6321cbed
51,9cc99bc371164ca2871ddefd46f9fb8a,707,64388a37afaf44c8a37c60e64cc45498
52,bb7bc62fa8c14323868cffc98f49b2ee,994,55eb316fb45e473eaba47b4d9c095d44
53,4ba9d106a48a4eb2b4c0b292f76d7de6,959,343e1050fb774e23a58408d18da315f5
54,959b960086004c63a0eb913da42e45dd,692,a09a9eedda0d4dc58cc0f4fb7fbfff6d
55,6d6cf69b049047f9a41f1a8e31a0b4ea,968,5d56074ac406466396c09ceaf30bf7bb
56,7148ffc032d2440f82e9b4616a5c9ecb,686,4158575321dc4d07af76566fe7596f87
57,c9c8cc7c006c4fed8c124af61bfb94c6,574,14470a7fae124dd889ef64d9adc25554
58,ed5c427993e94cb0a55f8b0062b974a0,586,f97ad3f102574d789765460dd2f0a659
59,d747da5576364d51b258695ae20700fd,561,2a5239d40ec24ee78405e22d52e88fed
60,dd324af080c243139d547bdc8652a229,880,373dade54cd14a8589eae525de04bd8e
61,5ef248a654df447ead8bb263f33f6e7d,771,f288342b2ccc40ebadc591d309cc5e22
62,f12c7db1a60346b8a495f276e2d8ad24,694,03c16058bc714040af0ce228cbbd4e36
63,fdf8f3c47f894073b370100652e58757,872,f58153d890f84352b6d77ac6f5244a58
64,7c07a8996a0a4fbc885b6770a40e7b13,563,654a281038d243eba0d762e3f2c96c24
65,72a2fbfd546b4bc3acd0623e9a6aa800,497,062dcbbf48ce413abc9144860dbbcaac
66,7300961901d94730b6633504faac9368,801,69de9a8296ec4bfe8316f9669da002e8
67,43a8f234cb2e401b895a4353445e335c,546,74bacdca5aca46578aa558cdea219d42
68,371546db991e443db4a186d83be8d26c,599,165dc0a2a6dc4033a8fff75c8d2c9a1a
69,bd9e68b0fbf74c70b9bfb83b4157ef92,775,21e22bb0180d425ca77cd9ec813e8d1a
70,681e1a0b00c6425d94214500f9e5b273,673,393bc3c76fe94f6a80359e34b06618df
71,0533d16858474c81ae55bc78f68b8986,988,2a25246386024f38befd8a3db0592cf2
72,d9e2929a68c648a08b4485ac91392554,423,899cfe77933943ed8fc0b55bc49f4ac2
73,8f37a7dbf8cf454fbfcb295bd61999c1,688,c9e3e6b703e04264a3ced7b89e9ab86a
74,65e7ef7c131a45b39e96742a3b9e5d31,556,481d3ceda1dc4d859517627f60c6c442
75,9bec92b7ba544fa2ac146efd7519b421,462,b4cb103ffa284cbf913e00fe2421203a
76,cf473e0bef2b4b6e9a6901884a91ec5b,561,29fe489ebedd40d4a2bbe180d8d51895
77,5d48bb1add124b519cfd7520dc3cb575,609,a912f2fd0e0644dd942b6c82c571d4fe
78,9a1934b2899a4821b1b84a04cf0038ff,821,6b55b18e18a641829edf98463c975080
79,230af73abdf649c4af06db064aa6595b,971,d28ac14a7a7e4d0680d9ef073cbf2af5
80,50dbf49656cc4911bc73ca1f2185c15e,419,ccd9c98fd01f407ca99b8a15f0be687b
81,1bf4fd2d5cac425797a6fee0c129a46d,762,ba22e8906fe147cf97398743fc3333e6
82,cf1dab50a65b4bb7b4fed7a17e8a7fd2,973,62ccfe1b99934aa8b73812f52603f18e
83,db0710ef31524560b69b67d8763361c9,433,6cc6c392da514825b066f4f5f7401e9e
84,d02e8b8ec4fc4d2e93bf4c167d1e6d98,409,740f8790732e4efbb0fc37da20ded289
85,6be472f13fe74879a0550551fbcfe662,875,47be2c0874dc4667945e2d7882ebbd29
86,9780fb8a5f244a47967fd3b143ac9352,660,68af3189d64549f68084231ff726f2eb
87,47b9fe6ba6594489bbb50da4976e323e,993,f910cf6ea019423aaa5926f3547b8bc7
88,840eb0399035413fbf6472d00f61a68d,788,d95f38c62a2a4650b521a0b430a09f75
89,c128821365e24b7bba332ad61316ca6b,630,3cadb2a0a92246af8c0a1ec10a440327
90,895f8a11b14d481ea96acf7fa51f25aa,492,501468a7b7714c76b3c139cc2f8e1c04
91,9f4fc8b621ff43f3816c7718e6fa3c35,683,e7c7a2eb876f4a1a96afacfd01bbaf08
92,4a756a9fe8bd49bbb8c9bc5443788567,422,3e8aabbfa9d94d8d849617d2119e5ab6
93,cdf6e555b2a04dcc8a609e3ebbfb64af,719,9d986603743b432db1011936a8ab58ca
94,b3dc7d3656484102aa9a1faeb6f0b64f,786,4c2964a782214712a8950a362f818445
95,f3f67366ef70406d9db41935977d00dc,796,574221214bba49a9bdbcf05727889ec7
96,3f6696d1ad754a7f99ae714224155325,839,e0ba6807402d488f91b227f1f2530194
97,2e6d89810ae34bbb9b9f305182685458,559,d3a58d0980894c7fae26a6e68d919ca9
98,70e8c54432a141129f27de5733f7bf71,866,a3fa9398216a4794a92db48b245af233
99,ac8bb0fa61b64ca6a18e105d41891543,907,e308a13b3fe64eba8fc724dffc18525e
100,3a88e09b41fd43628f3cd8846b6edac5,606,b1c3d22099de49bab8f2794fefee07ca
101,84ceecaa86d44b54a007447d595464d0,813,6b63bcd76c484faeb3583298e9596ebc
102,bef0fd0c570249da9f28a7c0878b6371,762,3f71ce3fe8b4489689256a236b475fea
103,12382fc39a2d4e6fb7ad14c32dbe64be,591,6015b78407aa49509de28a16560ee7ba
104,6eb575a3d28f481eb200f4b5180612bd,882,ad3a5d944823423bb0b3b967b706e079
105,6f102ab4c07d4bae914c36004e5040af,445,80ecc6fc0619490c85c9a9476af7a00c
106,17c5f4ba9b874c189b026ee5a9e9fd45,736,6e14ff35e6ae4c83be87bbd6aba3c164
107,555597e7c9954d368e6bd8c7589374aa,551,fad55bc21b114de7b5ce93f57a86f0bd
108,3fae5b33232148e8aa74e92583f3114d,460,46ddd60a103a4e3fa563bd3d5c0a9bfe
109,8e7a8fa71de14a609b714f54612f40fb,990,64e7b228594842798d10bbd32e2dd038
110,17e5a9d1e5024a80bc43346a90f24f71,708,f9b95f310e9747759c75bbbf6ba3a53d
111,590d1e6d083e4e749c866d59cd7a2706,689,410edb98ff374d408d378f3bdd92cac1
112,ead4f26ec639483d895c5235fdbbeb98,727,246ca6f2952f422d865e9d12ef0922cd
113,0f7afa8279f94e9ab206d44537bc49c9,848,d2346dfed4fd4bd5b208207b5feada25
114,2b87c244758347ea9935663ac083a367,884,a3cebcf942fe433e8efb8896253b4b5a
115,7c6f2ffe77eb4cb8a9569aaf816d5d0d,474,c69b11ec7da24d0c95a618e15fac25e3
116,d1cbdb1fd36a4c71a70b2f408b0884d0,502,f10b5e0a846f4ee5b051738082c0093b
117,38307464ab6840b3a8ab2abb9e8fe70d,716,b48fefdc51424094be1bf9346a432b72
118,4cee68aebdad40b7b98f1d2ea79ccb14,708,35cf803279784fa99d1e3ff7d25244a1
119,8b5f6c7229aa4300a835c2004d064d39,746,f2232e14081b41de9b31af4e2536a651
120,b506ac91399b4d6a8c5ce2ece90b1b3e,547,f8e12a174ba84110864a5906eeb05f46
121,baea296bffc949738b32e9adcc3bf7d1,715,0aed3cdbe5f049e093145290698da7c8
122,8d42e7b524924703b5c756e2aaa1cb1b,458,70cc2f53bc4d41dba8a2d6106561a4b3
123,793a930864c542dba6d89bcac5b0b2a9,684,3012c34ca0b84423adc966d2f8886dfa
124,4c82c88e010d486f8b190c5e9afaf9ba,738,8631eb1d7c974c83b0e29e751bfb121a
125,51a2171bdd0f43ecad432159a9f56fc7,867,d69f815e3b37466e9333456265202687
126,fdb914ca34cf4071a72f2cde338b6187,480,6eb89d02eb41470b85859758fec555a7
127,dd588ec082d44f6f9534eb06cd04bee9,861,d6840d7394c2434183d4555db47b7501
128,ccc3fc1578cf4a749be9517ab4a9e608,478,bef5750df6084202b9bad889afc9fee6
129,c07e6184e71e4b9890addea355152543,431,395e7f1362ea46e7afde737d91913f25
130,9296847d042245559097ddc78c986308,702,2515c73c3dee43c4a7c4141d3825e53d
131,497a7783b9f24839b2376c694555bed8,661,b33211621e514f259369f89b011f3758
132,d294b25c267a4af99cea9318a6b3bd68,921,ec3702db58ee4fd8a9efe85c73d4be2a
133,115404f05cbc4644948d61d505e4119b,736,ad9ab4bf53854325a7be52a9ccdd3a8a
134,722646afa3c14ba68e58b04cd801532b,873,07df67689fb148bba76de083e7dfc4c6
135,6150f26d58d047e89784fe0da960baf7,906,940656765a7842fabe02411fad9a2bd0
136,8b529d762224440082d561bef69447e9,979,6165dbc3637048f2a12a26ddd1c3b337
137,6b3f47846d6147dca6366d4fc6be262d,435,ac9c40d882324a4fa1c3f4dd3696f885
138,ad6d3cf63f7e4f99a014df33d231f53f,693,d0c3a8efcb78486892cfdb49f4ba0402
139,20e3fc0125854b7c8167b470c6f6e822,886,03248ff70818476280f245bf4dbdb0ef
140,1758786b554b48f396d284aa51e49ba5,934,0e6943c94d9043a2af3c89188b818c53
141,c862718b2faf4d8d828fe63a192de2e7,675,ee0a79ae528a44f081c656ab0fe47f53
142,71f2f4c158ec4d659d0af8c6059d15e7,819,9dbadbd6a7cd49ffb4b9d9a3b79ff36e
143,22099fb37032475f9343e3fc28f7ad58,553,1bf5410e0d4f488eba0f7c8baef9924b
144,eb6c367afbf44fb8b93221ee530e00de,423,d3bcbc69e8714e23aedef0c88cd2c30b
145,e0dfe7e1292345539f9505aa6ed74cb2,746,47d9118fd6e648e696eb3614b7b4cc69
146,2e44a1df4f63451ca7abc56a85af9f02,497,129c2588ac0946408062460243783a74
147,8b34682aa567409b9987fd3e8a113ad0,506,702dbda4a67347d8b92ac23013aff598
148,5f6a8c44d20e4a05a535bc340adba256,583,965854efecac4306915b90838d8c7a95
149,596f049d7bd246889e2b9c279de457a7,503,9e7bcf8e7fe44959b02543198808ecc2
150,6f24559e52f64d6fa75151e5d86da819,741,e0683806087540e6b1167658c26999a9
151,a31f280fad2440739770cc6c12d543d2,634,c40c02b4c7be4b399183b92e7c6fac22
152,a23d0a6664c24cdaa49207196474f4c8,768,34c736dc988c40aa823d461aa0898d66
153,c503bc581f6c4044a3d72188471c0cef,946,aaaba77dc45f4cfdbe3984e45bf13244
154,757024c9bbf047b486fa32af0648c207,432,2974024baa6445e18eb3f7eebc73b03b
155,f1bff460fb104575be46165088dcb790,594,8a212455d30646a491d33dad68f5b6b5
156,3cc3db4a8d1643d7bf40d9928d937c31,518,a4d847caa4044b6d99733444a4a88d71
157,7eb963883b8d4ae1b22b1b337df7c981,539,5f5975cbc8f7476e9d134bee93d18564
158,25e4f9f178414c35a34508c564a7eaa8,767,7abe03ce9ef146f988bc67ba5e7ce2d8
159,b9221a61a7b349b59926c4e203d2ecc6,602,c400aa01ab954c7fb58ac3bede1f4249
160,6f2c64ad8f4640908e6f62f120c37627,892,7875e528a0b74b2a82fc5483a4b3a3ed
161,dc92a27dd0494544a52ead17e1cc3cb5,694,79711b8b507a4d5f955ff36c7287d575
162,5f6246a72ef14be09e4b3a5a88c2d29e,516,c74501a14ae4470a87116e651879353a
163,9189d5c8ad8e4de19604d6c68163d439,400,b88bcc723a55437f9a0d5a4b09ae30e0
164,ef95d76a23134dfab5fdfa8ac3e3168b,474,cd780d43a2984f21a6c4477e8cf7b811
165,2741d57d4dc14bc1811f47949d46742b,741,1e2c7b152b6144e39a0725e0d8ba06a9
166,ec16ff19247a4548abe332aa6cd8587e,981,08175f184c334753a8d63a72fc8e2c6c
167,3cda01697e5e4e8383f440a2a013d345,624,1b3519044afd47b9b05f8c587ecd4adc
168,61e2f147d6374dd5af1f03419bc6b947,447,dd3bc0aa1b9a4587a0842f4f2ae848b7
169,26bf32b657b4496c8adadac24d0e38b7,506,4d648b38faa848faa45f90badce435aa
170,4a154113792647299c59962e114901cb,898,956542936e7b4822bacfad7320313890
171,636b42b5c4cb4940bd693140f75beaa7,412,de75c3d6ede04ebba1ddb740b899fb71
172,6bd037f80d1247babc9313495a8215f0,870,94cefcc7f5d94a8eb30800bed78c62e5
173,89b9c768496842b5b2c20ae1d124f30a,979,8aaa60473f574ee28cdac430634d36e5
174,fa7106a042bf487e8cbca8d7ee2ebb71,957,eabb7290b31e4cfdbd52088d8761555d
175,71eba018bdbc4402932102f088f0c157,640,9f9dc7efb0f5430f8a9536e3a592e007
176,8ef24a9adfe24d058f71132d956824b2,683,5473a627cbae4433aee15953d80f6d38
177,6f3912fb34a942998e24192625170b42,827,f96ba8a12122433287ff8f0ca16031ef
178,ded084cb6cc84b53a70c6b2ac5c8b966,889,594f3744e1b448688c2110c6c4123ac2
179,7115b2e750bc4279a35e15ebcd7a648b,694,78c165c0159e442ea356afb8449b2f3f
180,6c89ceaed3004c6788bfc5be9bc0e666,541,9ba15a9ab3344e8a9bb3c99581ce151f
181,8e57409fe7ce4438b7bd60b197ad68ad,704,4ef7a175108140b8874e17a684c367a8
182,0b2fd789afbd4048a9a92a2b22e20bd9,929,244ac906d223472f9955ea1663360904
183,da7ec05bc3914bffb1377974efcd93b6,685,9bb54353d1bd47a492ed6878d95e585b
184,6520e327a4aa478b87e68fbf3145d947,901,f092b36df5974c939f342199c8235148
185,05caed25b499434fb41b9d4e535049c4,423,ba4e4c2fcd084df198d5db221f030e8a
186,2c86816fe35244ca84ecdb148af54cca,853,abd18a550ab24ea8af1adbfe8cc07504
187,fe78a3ac96f442d6a0714e4a2f6de8e2,770,645464510768467ebbf1311daeed23e2
188,64b94024a4fa410a83c2e0f16d68b8a4,882,55335d4f999e49feaef0543491beda69
189,c320dc9b381e4b519b63f8e31a37144f,985,7e36a9a7cdca4afebdf5e1e045bd09f8
190,7e807d3bc4d74db2baf06dd2a70f456d,954,582b049633734595a2a4c0491df2ec69
191,7e8d5a9fb36841a98e9d37a1ed741d57,651,e93f8dd3aff64a639288628afc9c7f50
192,85144bdda2fb46d4ac349a5ba0abf319,959,7b2a13a1f75f48d0a932aaf2fef4f19c
193,496f017206d745f389ab43f8169d810e,751,3e8977965dce48c8ad4a8c02e290a58f
194,cf15c01c99d7498582e3d2a61a2f0bab,706,2778f9c10aa24476a04a05d20b760556
195,44ac106fa12d4248b4e2ad80e6ea366b,837,098f4b05d3b34843b1e9004d5fcdbc20
196,dfc8b898b04e4d2eafd6ae13310e1abe,659,67a74dbe3ef942df84b6ed1b0491f66e
197,3aa345ea9b88455db59cfe2575c393f0,646,38ab555bb78f4fa1865125f32c6a006a
198,b972ba0aaac54ae2a9e0bae69364e1c0,809,193c493338814127a5e3649fae210907
199,6d7cab6ed1484970902ec613356c430c,970,f83620b05d3c4ea5ab18650a88fdf4bb
200,d22a1c84a0894a10bfdac4109bd1160f,508,01b764a8ce1d45c3a9222c4cb1b71bc9
201,a020c2d6244947e8ad501dcd2a667e93,488,10cf0a542b5746e2976bf10f17b1b2a4
202,e252d538836d410abc1764c05770d204,745,1be6ea25c2374f4599b4fb164f4ab1ef
203,139b13d59b8c46cc9edc706920632f03,995,bd7b7f2219f946ec8486563d8520618e
204,24c6068e90014783ae894f19c91bec1c,703,d9bf48aa5a6a4a25b7262192a6693fb2
205,023a4df7f8f942cd8a24c34d6e2230c3,461,f9a31d4bd9f04cd083d9663e023a63fd
206,1656665fcdca48b691d2549d8f587637,791,389968c1258e4bf4b0fbc63503655086
207,58000174951847f6af0b3d69ce8c5bc1,576,85889f9daa834b20bdd48a987d229b0c
208,7a0edf4a59eb4ffda43e22c2c18ef548,750,d3c3a10659614cd1852ab180923ad0d9
209,659774d814514e62804011c5ea787879,533,d960cac997e64cbaad1e09c5240b5d52
210,c7ed69b6b4a54851850ac4f34400311c,727,9389c9f5f6c748c39b7e2c8495affa94
211,131ff650057d42a28485a22b4acc0a43,752,40521afecd0144f39f44732f2e18b62c
212,47bec43834e14c46a6e5072bec7a778a,875,28fbe9dc4eac46c09700036a9eb86583
213,3c9e74e3bf624e41b0227d06f8f5956e,992,46629e4608eb401b9d749317800ae68f
214,3b555eb310bd459cb00b4a8b4be948a6,473,b1fa9dc396454c9397ed1ad87a315263
215,d67a074412c9476da3a33f475313fc32,997,19a95abbb4cb482f8512a7908fe36cef
216,4f2b7fd62efb46d8aa360b9d4e9364ac,535,f66af7402b694f7ba9a93424cc3f6b48
217,837548079e56448989ed7e52f3e1abe1,733,0411b940c8934abda74f952856812fb5
218,0891bdf6cd734390b08acc50014a6de3,718,e0d4a42cdfb346e29d03f3976b51d48b
219,04dad87b4342496596063de5aff623fa,683,efce952658e74d3cb96349899c64fbca
220,380437adafce48a2b1385240fa888f10,594,ca8c9c6097b0426b84cf82df160cef8c
221,6339bcf78e4d45719f734ca710c1d00f,457,14eef28964504bf68effe67187e82005
222,1c137979a62c4b8e9bf62ece78869672,514,21449b6909a24d7a85442731332b5f80
223,a7a0e996e2fb4c01b9f6988e03bbf019,683,19ba9fbe2e0545eda2a3d1fcca6fa8bb
224,82c41639510c4bea9e0bb122fa89d450,981,2a463c128c594615995bc80ff4a02ed8
225,4763574f89074bd983a1383cbecb8c6a,548,2e5df2da332e4d6189e3afe64e347853
226,4efb6d0c81cf48898fdafb5d7c82a54a,510,4ca32c78c2f8493f9f6d154e0a85f458
227,783872f412014761b5bd4ddf0e05ab49,593,1028b3b5f51444e08c27b146e1cc6bec
228,4daf48d1c6ac431388d36301427e3e6a,541,2cd2c21f34454214a08047f592c9d668
229,12015e98148f4a9d8c335fbc75b652f7,958,bf83dfc0f8ef4b498361b36f09dd9208
230,78fc5a22d07747edbd129fdc0f05e291,589,e26a1e3d8dcf4d65bc46bba68f636494
231,61c50b6bd0a546b8837aae1c52dde409,827,fe5e6fb3cca143e38ae7bcd540fbbb22
232,4d950dab52924e3d8646987bd533e1e5,442,29098ad642134dec9e6c2452e0b43d2d
233,43bae5576a11415689ff242b2d88c80a,450,df4e2ff31cd547b18a7e7a63771cd8ce
234,83a4a1e6ef114ff9b4df878381f80a1d,473,b70b7b19eadf4d8383edc34ed25a051d
235,ade7375f9c964f9e9103530c1bc3207a,871,319df4ee369f498da262d717c64c414a
236,9108d1be966d4f8f930b6c6c41e3e65d,588,2d0c1acb90a5451f9e9f548f666e32a2
237,b553155e28504f3c9e8fdee7f7afc05b,969,7bde1a028859445a9f4ca2107bcb973a
238,8743c206754742b8a586719633b1ba31,873,cb9e539327484280ac5d1702ad830a99
239,232f8bbc1cfb4a46ab2d21604d8516d2,755,e760496ad2d84874b67afbc712be3285
240,3b8d72fed2a44ed38a7e1daee5d00ba0,830,0079af460d6547659dd580379da9efc2
241,63f12995f40745eb8cf14cbf71e0ffbe,955,084c0ffbd3774612bbe39c89024a4c1c
242,af72e575c105429b99824bc5e854e127,406,c9ebb63cf8d44df9901643d625771ce2
243,3f604fe75bc04287857d5bb3aa2b56a1,763,c7a2c061c4494a3591c42d3e116daaeb
244,bd020cca2a14420e9433f8dc1f3c805e,941,8cf1fa1687d544b39030b9dc92f54543
245,0135ee1063ec49feaffcdb78690b6f4e,961,12e9d9fdc129489eb1eb6d8934c00e11
246,07200259736c48c1b0a6c23f9ed43b36,589,bc483b984c4848df9e1a4d749367d06a
247,867ebadf1d8b452d93cdb29a470f6ece,617,3346e8db391b46b3b79e54946627bf4e
248,570e13efb42849889be1be1a5bfe81d4,673,7a67c76d2070414b8fed8c0e50a792f9
249,5ed74a6639e14ba888ba8afbe2e4b2c2,911,05c1fdc5599747ca9dbaf5572332805f
250,bd5a424f3eee4364ab5c01133082a20d,817,ac36a78a654a4284a888f252a2ff3ec2
251,967e74ba91554f55993aede03395cc6c,745,623b7c5dcf30484ca6adf25647fe1c5f
252,337e3686e39c4d0d92a571d9918bb28b,493,82f11013b91c48a69e550579c46354fc
253,b02fac0b2c4c4065a5bc1eb692bc5a6c,907,b29ca514ca724ca8ba5edf7004f0492b
254,82b0dde707c34dc98579028cf5584156,669,c439aba8a07e4eabb30a558598809660
255,e0fad0dd7bb44c07bb52166b92dd9b0e,782,b723579455744fc18fc0ab07bc135c43
256,3770375288954b4e8e67e4c0eb5a50ab,809,7e7b9df6218044f297850ec9d574b30d
257,c9f09caacbbe4e84b37b435cacdf6acc,482,58c967d22c1448f9a6549b5e167299e1
258,53e461f4d7cf490b8b3ff2cd80bbefb0,576,34fdf0967701413bbbc429f30443b0f6
259,163f5522a99b4a4c9611aac794c3f038,860,a97e4e86cfd2461b836d6d8530730081
260,6e8c6ea4458b4dcc97c6cfe7c300616b,441,a146067cbc6e4f1782c240a3c21bac6b
261,5e8d7866f12d4992a31af9d4eebf4744,533,b37d3ab0c4df4f9aa36c93bd2ce69a54
262,1d75f1e6446144889baf6c2f5467748b,468,8e0ae1182aec4512b0ef6643b33a87dc
263,d29bd5ccac09475fb3cd274a9492d53d,751,5b24f3b9f4bd4f079cf5cffee392d9e6
264,af10ae7acc4f46219166a2a5e61f87e2,944,5c1ae3faa29c47cd92e8324c28f6d1c6
265,5029d8002dbf4a289dd004c01dd85294,592,ce54e029c68648d18f5486c1351c0f9c
266,4125839ee56848e4b397b6a98e3e7f9c,945,96295890e22347d1b852139527088a8c
267,baac7da1ce40494bb4546fabcedde694,429,6080a9e7fa35494ca608f00c4249878d
268,d9df7c7b24104c3e93adb5520980d6d0,671,434d8cab73df44868596e215127d1a89
269,95eac08393244eba902e661539f08e48,835,81154f9f66db4c00ba12eca3f71223e2
270,d1fd828c4b7f4e76b6d19993f5e098e2,883,2deaea4a681d4a53938575df31a67ef0
271,c2bacd8e23554cfea9aba753176f1ea8,919,b2bb27e1390a49319ca11b8dfb3f2d28
272,0f6a33769c22496490dea59733835796,619,e183fd90288049b5a231109fe7aa484a
273,7a775c1a4bd24563bd1b778e30494280,971,c802fdd751734096964f3afd5f49eee6
274,27b9f743c1074e28b6ab9e0cdecdec0f,627,271661e22a9f4612b0093fef7d35a5a2
275,22f62533ddaf490d82a0eea3104b2459,611,c08e4674531846628cf930c6be5260f9
276,70104591c2eb4cabaace55050cb28621,613,490b134a5a32416cb83351c7020598ee
277,e866ad9d291348bb879988a470a46b27,935,98cdc2a0270b41889dab7fec010e11ac
278,33052dd63bb94ffaa5308208987bdfa0,848,0e29f151e48842088138c06159ea43cf
279,b4ef90bf2cd74f5995b1e65cb00d7d15,670,bdf400db09a748359b1e90a04c846bee
280,60db03c2de224002b48ce8521506b1d3,636,1d21bd31e7564762809f11601b43b60f
281,e0194a07776044038f9d0488c4fcf2e9,771,52c08e03b5714ab2b0b0e7e19ef001de
282,b4c707c14bc9429aac947bb9a35fb352,681,29fa5809b26541d3994dc6fc3ad4d5ff
283,257b6279279c438bbbe266e41a0adb86,933,c7ecbeb898c3414c92a5d66764cb28c6
284,5efbec79753c4b9eadadffc151c70efb,471,9ba48adac81a4a35a3b4d8bdbedf2487
285,61adb764a53b4f6f969c9e7f7d66ad09,505,4d7b4e9d5e8844e7b9dce2bfa870d78a
286,506146d2639f4a8fb567f5d5759ee190,666,3255f3394c0f4e2cb8dae5dea7fd031c
287,43002a1a4a6e4fec8bbc1d9f54ea09ca,544,b10526bbd5ef40bcb31eed10fe42c64f
288,5bede93d7ca34ebea64f617c04c347a0,989,07e7781dc4044ab3882a937a3f36d2b2
289,ce578e2476a649f6a1b38ad8896817f3,575,bc5769b5a593466997de3e295ed0b099
