,IdUn,NombreUn,TelefonoUn,CorreoUn,DescripcionUn,StatusUn
74,616c6d85c6ee44b3a9455c8c4a042f8f,Universidad Derek Holmes,8820374480,universidad_derek@edu.ec,5GcWFzDzzKdCvILBtDCp,Activo
75,a69593ab2c3146458ad0998638b75293,Universidad Paula Stout,0827770643,universidad_paula@edu.ec,fZvon2N4cR0od4j0tYMU,Desactivo
76,ba5cdd160b42425cbbb470cf439de83e,Universidad Cindy Martin,1105894087,universidad_cindy@edu.ec,xbEOgEKFnGxeHLcLitG1,Activo
77,49b76bba1ab04b61a56eb80ca13cd8de,Universidad Jerry Cook,5674363718,universidad.jerry@edu.ec,csuqFfknQNwrXr5jGUFI,Activo
78,41f5fc62aa36432d985f24f6e60b74c1,Universidad Samuel Greene,3222754797,universidad.samuel@edu.ec,8eK95BEkJ1aWsBkOit7D,Activo
79,b443b5d134e649b590131e44e6dc123f,Universidad Michael Anderson,3095329993,universidad.michael5@edu.ec,lEwe8BrmLCu7CDEcAMWw,Activo
80,d0d7da7741884de48f87e5ab76ff8f92,Universidad Donald Harrell,2482544109,universidad.donald@edu.ec,YII7rt0rRjJSGGcMzhT8,Activo
81,0bce9df70ecc4b7dae97267b2f4241b9,Universidad Kimberly Rogers,2635087177,universidad.kimberly@edu.ec,SAJqlVUj28Z6vHf80pRg,Activo
82,e51b832d89ea4f2398c469175bf2c9cb,Universidad Brittany Wright,8892012287,universidad.brittany@edu.ec,DXlNMWcQmL0oAtPP1dlJ,Activo
83,b8e520f805594e5ca3f28331e0a252db,Universidad Clarence Golden,5495686506,universidad_clarence@edu.ec,tTvRuxTC6f5NyH4Nh15F,Activo
84,639bcea08a804cc794d06cf31f23269b,Universidad Joshua Edwards,4987628167,universidad_joshua@edu.ec,7hTnCZQsQNes3u8ly5gh,Activo
85,a8f3f596c37443e786f0087d29306941,Universidad Victoria Johnson,4010538209,universidad.victoria@edu.ec,wVzbEFXvMsWPdCcoCUlT,Activo
86,2f3013b4ed174bc484ba2ddf532f698a,Universidad Scott Stephens,1234671851,universidad_scott46@edu.ec,rzPGCwQZMtxZUgKPNbtA,Activo
87,568a88e46be948bb928a91ecfbcb02bf,Universidad Rachel Gallagher,6916906147,universidad.rachel@edu.ec,jBlhWlxbUnLefWAysj6b,Desactivo
88,df0ccbe9525a4975b16907d8e5121db6,Universidad Marcus Bennett,7914491031,universidad_marcus@edu.ec,wOJwtiyXODlAAijNIwDr,Desactivo
89,414a4ca08ede443ba51ad804d36a1a7a,Universidad Christine Stevenson,1485701075,universidad_christine@edu.ec,laDHQSsha9hKs6VO4LyL,Desactivo
90,fe2d884c392c47f2b51e8bf31194d39f,Universidad Mary Clark,0421648355,universidad_mary@edu.ec,XrCyS2I6QWN8vvhNhGJi,Activo
91,8671532e1e4d4cfa92847cfb9bdd90aa,Universidad Michael Wilson,5369796264,universidad.michael@edu.ec,WF2Xi7vLjTQFgHeW9KHA,Activo
92,354f80a078bd4f1ea1d7289d328cd2de,Universidad Steven White,9061787085,universidad_steven@edu.ec,VpTlKaY7Xy4V47QZAQR3,Desactivo
93,89cf4a95379e4971b743102399d625e2,Universidad Brandon Perkins,9887302908,universidad.brandon@edu.ec,vqgpjCjnGhoPDLaAd8M7,Desactivo
94,cd1f7881da474733be1b6fa9324ccffa,Universidad Alan Rodriguez,9797274477,universidad.alan@edu.ec,qPUSnj5ynMmhXsgE19qG,Activo
95,8c0421d99ace42a28977fa745b6eae66,Universidad Glenn Oconnor,6718240331,universidad_glenn@edu.ec,Jw5WaOoRwJVKeZDTnmpJ,Activo
96,1b8a3114914744a297de33c9a2c65837,Universidad Tracey Kemp,5611844018,universidad.tracey@edu.ec,ek6w74D4SUTExEOXyw6E,Desactivo
97,0baa5cb7096c43528926a4153bf47ba1,Universidad Scott Sheppard,8628736980,universidad.scott@edu.ec,L8x5k0R2vNybe2f7pgUB,Activo
98,aec7997242b74220b83361576ffa760e,Universidad Cameron Barnett,1170244537,universidad.cameron@edu.ec,jdg5x6PYTW0CHGoEYgEZ,Activo
99,3ce1c80580ce4d41beae5984cf210d45,Universidad Dr. Chris Pugh,4384279788,universidad_dr.9@edu.ec,ms09Aibz84tv4lhMPaKD,Activo
100,f3f898c8abcc4a2d96e5e3c36532f296,Universidad Jordan Crawford,2917425748,universidad.jordan@edu.ec,vHL0Rxn6Zxz5Y6KY3xM4,Activo
101,08ea84922f8e4a54a637835d0146cd4c,Universidad Christopher Parker,3579223856,universidad_christopher97@edu.ec,q1ac4AK9en85Jl4a5wRh,Desactivo
102,4b13ab492a6e49dba98ba1ff452d3682,Universidad Douglas Rodriguez,9774349831,universidad.douglas@edu.ec,NukDCx5iIUDhjaGMOUkg,Activo
103,3e91234f17f54eea92bfdf5adf6c053c,Universidad Timothy Parker,7801784727,universidad.timothy@edu.ec,QTwcN1Rc17JLxT8I2miN,Activo
104,87206844bdb04ffd8346da9f34dd7e54,Universidad Randy Richardson,8347476304,universidad_randy@edu.ec,54RBsUMxdkHfgs0mXj1h,Activo
105,6645185e636e47219df2ec199a9a613a,Universidad Cheryl Watson,1361762164,universidad.cheryl@edu.ec,fKJHVg3EK3OEYlvKEfv1,Activo
106,5912728539584399a783d68ee81c38fe,Universidad Jenna Brennan,0044166073,universidad.jenna@edu.ec,QJduqf2awXv1uswK5sW8,Activo
107,64e95af05be246ed9e99537f01d8b6e3,Universidad Alexander Brown,7353265235,universidad_alexander@edu.ec,D3F1ELFXBo34k4w9wqpp,Desactivo
108,21e77aa5aa34444ea25fb506c0f3003c,Universidad Steven Fisher,2253067737,universidad_steven60@edu.ec,JwetY6vhKmJrfiBWoRgE,Activo
109,d4fa63d279144f8495f9832e74761716,Universidad Ryan Bailey,3224337273,universidad.ryan@edu.ec,67spmZw7K33K1vUQDg1v,Activo
110,47d4692155954281b8456724ea91000c,Universidad Daniel Coleman,9755188612,universidad.daniel96@edu.ec,Ey5qQsFSw5KPudB1Fn8n,Activo
111,4723488eaaa64a28bb55fa8b33e86ba3,Universidad Robert Roberts,9252995421,universidad.robert78@edu.ec,e2jyXFaCSul0bqLd6C95,Activo
112,776924db6da647a9bd2419527d5211f3,Universidad Jeremiah Poole,9992851701,universidad.jeremiah@edu.ec,GRdfbCujRE52P6HX9DTK,Activo
113,a640416ee7c247e192ed64f536b84dc1,Universidad Stephanie Stevens,3697327844,universidad.stephanie@edu.ec,chLyPje1NxRou16rIu2r,Activo
114,a0f9ba58bafe42da9d948c61871b4999,Universidad Kevin Thomas,3045912408,universidad.kevin@edu.ec,69cG0F4cmmmtHtdYO0NZ,Activo
115,89d6b966f33d47e8a72422e930d9036d,Universidad Henry Sutton,7148636801,universidad_henry@edu.ec,0iF6flqn1IHPcWF3eerO,Desactivo
116,6d8c5f28dbd449838ebcdff7f6518ba9,Universidad Anthony May,0898293267,universidad.anthony@edu.ec,ybZP2unE9AjA2LG96kzp,Activo
117,b7c0c81fabe04af69f24c3cf8396e631,Universidad Austin Hogan,8364654605,universidad_austin@edu.ec,Xu1dWfIfIycZNnKysaXt,Activo
118,38615e73e2804e7992cd08048fc6fce4,Universidad William Gomez,9676386633,universidad_william@edu.ec,VDhAzSd2k04RbjUf7tSX,Activo
119,766c024dd62c451fbb2ec11a168c6b1c,Universidad Justin Hayden,6306784005,universidad.justin@edu.ec,k1iWZTBV82AKU642d2H7,Desactivo
120,5667fd795059461982de51dfe702849f,Universidad Erika Taylor,2603610092,universidad_erika@edu.ec,0PHsKAy41P07EuURTlJx,Activo
121,a536f41e292a4fb18054579bcee5f2c9,Universidad Anthony Smith,1953265807,universidad_anthony@edu.ec,f4HpAXM32AeXJ2TZYflw,Activo
122,3b9a564cd628416cb0e866b1882cf9dd,Universidad Daniel Lopez,8676181611,universidad.daniel65@edu.ec,wQ3tVjzLctGjiNA47iSg,Desactivo
123,b3ffe4eb9aed4ba085706f6f91d232e9,Universidad Samuel Mclean,8494401032,universidad_samuel@edu.ec,YNQRq0GVqVZghz90aNG7,Activo
124,120058d89acb4918882ef8392d090fbd,Universidad Teresa Oneal,1518572135,universidad.teresa@edu.ec,af6favjwjEPJcCN7ywW5,Activo
125,0f9b6b86e61943dfaa83e9adf9555d22,Universidad Lauren Conway,5614971188,universidad_lauren@edu.ec,8KLg6fqLqQ6m1vjrUHnO,Desactivo
126,ab62f604250b40da9bbbaa46a18c22c6,Universidad Lisa Yu,4261987983,universidad.lisa@edu.ec,7b7lhvMKKUbPd15Az7mH,Activo
127,a67c6dc18a744958a1dc737feaa92213,Universidad Daniel Graham,2467461672,universidad.daniel99@edu.ec,qbuiT3vGp9dsSXyFwSWN,Activo
128,60b80d9544eb4856bc26b7d76c0fba3d,Universidad Henry Morrison,2223854642,universidad.henry@edu.ec,uyuzxaqNCtWLnk4zNSw3,Desactivo
129,3f0c8946b38645e49db918dc7ac015a8,Universidad Stephen Garcia,0932362721,universidad.stephen@edu.ec,ZVCAOkUbL0xjW22yih9R,Desactivo
130,28c6fcf71ec64651be37b6262f2b6665,Universidad William Ford,0338108000,universidad.william@edu.ec,iWWiW7VOBZM6wTtks05n,Desactivo
131,da1fcb8877f24b93b2f30e87b00c47a3,Universidad Brian Gonzalez,7221579657,universidad.brian@edu.ec,HbWdGlNLuGSWD6GW0o3W,Activo
132,8ec1e0070a1c4654a77c6bbc5df97102,Universidad Keith Williams,5675742499,universidad_keith77@edu.ec,IvWBDrIH0Knhgu2ZwVLM,Desactivo
133,7ecdf6c5719f472bb798b79c064f638a,Universidad Anthony Williams,0883095812,universidad_anthony58@edu.ec,KxokFxsB1Bp4VPgsYSN7,Desactivo
134,c413c5d7bf6f4a8db83e85e1dc905995,Universidad Chad Robertson,6345470965,universidad.chad@edu.ec,SkiiQjxTBFBNUM8n4XJK,Desactivo
135,87b2e04e89b0420d9f57b5fcb6b5f13a,Universidad Sergio Duncan,6616612746,universidad_sergio0@edu.ec,9EH5LnVF17YbITS1MEej,Activo
136,6e1fd3a862c740d097be11a438693df4,Universidad William Coleman,7325851900,universidad.william31@edu.ec,ZSJrMtx6LAUhWyhFO9Zv,Activo
137,39c9ad8fed6842e4a0100c5c9ee45923,Universidad James Houston,2906227067,universidad.james14@edu.ec,rEaYBVskg4FJDJSHxHuX,Activo
138,0669e62a8b244abd8e546a75f5f630bb,Universidad Jerry Huff,0198926585,universidad.jerry91@edu.ec,B0YE7nek9q0zVYagWZnm,Activo
139,6cbfb7a424444ac8b05204a7dc4b2383,Universidad Angela Sanchez,7033965591,universidad.angela@edu.ec,bxk50TDF5VBpab3hoJ5r,Activo
140,81c2c4c050fc49bf8b4ccfa6ee1294a1,Universidad Megan Juarez,2586523142,universidad.megan@edu.ec,khlE1SMpI0KFetRqhjjf,Desactivo
141,97382a37ce9143749aa2e0a564a2f36c,Universidad Raymond Miller,4215269022,universidad.raymond@edu.ec,HXywT8u18xqEzGOrapCS,Activo
142,3d6fa099a370491893e5bb064a8c4b1b,Universidad Emma Sanders,0042767035,universidad.emma@edu.ec,m51A99PKkLBLcMH6ckMT,Activo
143,07095f77eea74e759702484d6cc7b159,Universidad Kimberly Jones,8653200782,universidad_kimberly@edu.ec,EhZ1ZN2EL8HHmEMZxV9X,Activo
144,4c4dcdcfa8904a98901a2962fccfc599,Universidad Jonathon Brown,5735178569,universidad_jonathon@edu.ec,JWoz5OLmEIRoY0IPPHWV,Activo
145,3bf95145ffbc4b2d9fe371d81496ecbd,Universidad James Brown,7055980119,universidad.james49@edu.ec,7OWjQnJuSz17B1yF41AU,Desactivo
146,4193504d1dd54deea74821d5ba6f9e11,Universidad Anthony Bennett,5901067855,universidad.anthony22@edu.ec,CqMXobOs4NlcIyoRsAvy,Activo
147,e50d41fd66fd490789a176efa0156a1d,Universidad Shannon Matthews,8935801346,universidad_shannon@edu.ec,iY20x2YT5kmANh73wH3F,Activo
148,41012762a7e141faa2e5f7fbc4985efe,Universidad Donna Fitzgerald,1372357335,universidad_donna@edu.ec,Pt5ulZdaCtTdoMutcNXq,Activo
149,2a9fb3980d68480f8715eba43ec1e37b,Universidad Marie Hart,3105828028,universidad.marie@edu.ec,lKmgicB2DnOF8yUDfO1K,Activo
150,03338c7b177c4626a60e1c2614e3c4c6,Universidad Laura Brown,3998200728,universidad.laura48@edu.ec,FffQEctnqrRDicrG9HJK,Desactivo
151,8bc6621d5bfb48c39d0e03440b12e62a,Universidad Charles Johnson,0616765912,universidad_charles@edu.ec,s8BiTxlUbHaHIsk7vOoK,Activo
152,1fe0d25e06a44ec89abddd549974fae1,Universidad David Ramsey,1627689948,universidad_david@edu.ec,ff6hg7L43Q6rnxxc3RXp,Activo
153,d15a759ef3af4443851bbe2952ef2deb,Universidad Jeffrey Torres,1457051958,universidad_jeffrey14@edu.ec,Huu0tdzB1oM6YyhfF4n8,Activo
154,235725fba82a4a89bf7fcbf2cbe32bb6,Universidad Randall Zimmerman,1375526362,universidad.randall@edu.ec,Bvr2qwlEbOAwIsftVy1T,Desactivo
155,b44f48ec319c422f8e5359574e30bc71,Universidad Scott White,4510074508,universidad_scott26@edu.ec,QKjl1wQ8YhrrigHjcp7Q,Activo
156,77b885ad64de410cbda95107f1e68dfb,Universidad Robert Wall,8940991040,universidad_robert83@edu.ec,PdttHx2NGdGvWEVUm39l,Desactivo
157,08a5713ab94c472583e48c96acc757f3,Universidad John Hood,7852453575,universidad.john66@edu.ec,YbiyS2sAZRDP5fhiioqE,Desactivo
158,e2903ec3eabc4ea5b8b218fb0d4fa223,Universidad Samantha Willis,7163793367,universidad_samantha@edu.ec,YRsO4QcyhGD8i5NaoJsx,Activo
159,d999c9277ef14b4c856b06c2e623c16a,Universidad Brent Pope,9876499064,universidad_brent@edu.ec,FPYpGGzNwYxyWNrn0uHe,Desactivo
160,b7f5ed7b9c174d1ba86430dffe601699,Universidad James Trujillo,6816517845,universidad.james21@edu.ec,smC0e09MVbQWL3cC8YhZ,Activo
161,b211492c09b94917889701805bd80fb1,Universidad Steven Lee,5669954068,universidad.steven68@edu.ec,Zdn6aYEKdWxx0x6aGqaR,Activo
162,526a77ef13cd42999a6789d7ef781264,Universidad Paul Mccormick,9214605303,universidad.paul@edu.ec,jxbUmqoJBY2WbzOjxcjb,Desactivo
163,3664f6e741554391b5783eadbaa48249,Universidad Nancy Graham,8307440962,universidad.nancy@edu.ec,Zfii4sY6hgnuClh2KYnn,Activo
164,a7d92d8bbe954679a8526c7df09a2963,Universidad Carolyn Jones,8316436644,universidad_carolyn@edu.ec,CSy20vvxM9rVS8MEcriW,Activo
165,b3ea0212c0664e478b567242bb3f1435,Universidad Blake Nunez,5093437302,universidad.blake@edu.ec,bKt0LDMgGrj1k177pI2o,Activo
166,e4a41df1c14d41ed99fb5f50b67c4db8,Universidad William Daniel,9773691402,universidad.william3@edu.ec,0qz88pzONcMjjVnqoIbT,Activo
167,25e0e0f58e6542cd89a5f2172f3b2e9a,Universidad Joshua Santos,5483993470,universidad.joshua80@edu.ec,jgjIqqFtjSgaKJs91wgz,Activo
168,8f97e9f181e04fdc83290b4a383472f2,Universidad Christopher Richardson,5857075109,universidad_christopher86@edu.ec,afGF8WZQDoN2j0HDienS,Activo
169,38296921e565446e88eb158ed467c630,Universidad Alexis Mercado,5036323682,universidad_alexis@edu.ec,i7MDchafQGnz06ahvhzi,Activo
170,7cb6fdca0b70490ea4d43705bb05e3d8,Universidad Tara Malone,9200343256,universidad.tara@edu.ec,pgYOzUMWIS3zGIYwPYnm,Activo
171,3dba92c0c41d4c89a34c4f35178a1e45,Universidad Justin Kerr,3274785923,universidad_justin@edu.ec,oKb3EAosXaFGT9PODvZm,Desactivo
172,a617f40f36d04169b7b310a18a7ed599,Universidad Jamie Nichols,0503045756,universidad_jamie@edu.ec,2LH1ajt63Gd4k9JKghJB,Activo
173,f6d71b3c79b1472ba1b84e0cf051c2af,Universidad Anthony Martin,3384508173,universidad.anthony59@edu.ec,QE0rtbZ3KAb5VhM73KaI,Activo
