,IdPerm,NombrePerm,DescripcionPerm,StatusPerm
31,07564d0cf6e849029e10f9a61ae7f198,Delete,wNSnLWyRpiXyEYFWKCe4,Activo
32,5c9116bab430432db20f90c314e09762,Create,l5LhRCrYZlycpIdK76aN,Activo
33,5a442c21a63b42d79aa8fe0019c25bd3,Delete,QymioURQW4cQsmO7KZDT,Desactivo
34,ff391adb6f62484ebd0e9c509dafa4ef,Update,x9ZnPxQ1jSwQcIz4D9n1,Activo
35,f47b7de070094f8d83c6fd611d5830d3,Read,1UaGn6twqRlBinaUiyek,Activo
36,e31393aecc124c4d925b7c670eb7b1dd,Delete,WDDf2EBGlngQ6ac5hZg1,Activo
37,d1d1009e89944958bbc1a1ec8fcfbdde,Create,R4IwGfmqDzYOelnawywN,Desactivo
38,16a58439a1a6421f81a2360dc5ace2aa,Read,o5ZyjkX6HrLSWuG8qLrY,Desactivo
39,c5d34026038d4217af9c9f7e7e301b3e,Read,UpMpJTi8kEhIACzCZH77,Desactivo
40,ffce4b305ad04c81b639366e704176a7,Delete,bhrSxAU62aysJNd4zqL8,Desactivo
41,1dab0204ff5845608ed045349f6ad539,Delete,F7Gs5TfQHZB8rHS3WuRD,Activo
42,a8fc9c0c9dab496292a0f3539882b090,Update,LjDnF3N5O24zLbjMLmGd,Desactivo
43,db9ec798a11e4e5f8077d98f92250898,Read,8e4UCcsHzeusy6D6zccu,Activo
44,6d5b668496bc41a2b5fb87f4e2183030,Delete,1OUxUI8jsR5cdvTz71Oi,Activo
45,7e9666ed5ef94b8786ecba8eed27bb9f,Read,D7iZYSRyLdBKNMAqDQ7M,Activo
46,54df94c142d041829fc1e8861d498b7c,Create,9CJu5ohIwYazGODTspyU,Activo
47,9972c1e323a44794b420aecd091db520,Read,EJoC1ZdY69S0YUgJhKkn,Activo
48,2997279f22ae4f84b937101dbcc2d4a6,Update,JWcQ3znKjOzHPQBpkLdl,Desactivo
49,e1a6fac41b314053874f49761f3b9db1,Update,W87wTVjV3yM5MdvbwvEB,Activo
50,117449507f6e4cb7bbf4d0f69726f2df,Delete,rmK4Yb396j8nc0kF6YYp,Desactivo
51,b4597dba0eb34fb0b2330b3ff30ac827,Delete,mFGBCCQQlr2J4J7gOYzS,Activo
52,712103fec31c4a9b962367f262ef8afa,Create,DVpRVmGqTtmHizztB1Li,Desactivo
53,ea1cac30f5c3490681e97be1feb93eb1,Update,ukSpGEtzgUqC8KiwPH5d,Activo
54,9a9df1869d6b4db0a3986e613d41ad5c,Update,1mfBRM0JIBrx9iBNGDrx,Desactivo
55,e0fd4b7f19734062a2775d5e552ae7d3,Delete,3bYEqhHXdgYdz3VYS1wG,Desactivo
56,fe25d7db2cf5440590a4e6ffb24fcf37,Read,xxzp6o9UD5hSEaqCtvuA,Activo
57,08b6f333a3a4484bb741b667f0d0ec74,Create,AVBB7HXqSFdPUejqup4s,Desactivo
58,8837565b1f954424abca2f430bddea31,Create,dPCyADHm2OGGHAt9VQTq,Desactivo
59,b90102dabe464d4bbe419cc71d7ca7f3,Read,QVC71ayzPYMbTrOtJan8,Desactivo
60,c45511a0832842ffb2eb01642d97054d,Read,8VKW8n4LdcQo0GMtL059,Desactivo
61,9df21787e4394f5e96ffbef6b3b9cf64,Read,IZcEeMIxj94dHZQNvXFN,Desactivo
62,cbaaf4fb5fb242e69af984e034e22e89,Create,v7WDFoBXwGfoFAEE3ojX,Activo
63,72085749411b4b41975d980e5d97f85b,Delete,rR8rXZvFlPDVXdUbOeYD,Activo
64,69cb953d811e4244995b1e7227aba5a6,Update,rNeVntpJm5z6G4g9Jhbn,Activo
65,c3f07083654e4035bd4330cf2651280d,Create,5Jq2GvECGjxMxPaR62DY,Activo
66,aca1f96b6ac7479db4cdd73efa219a7b,Read,bTP6W1MYIqtq3koy3RBS,Activo
67,cfc302e101de48538e27e09fd6884ec7,Update,sNHMpHUqcHct3jPxCuwW,Activo
68,bec913761ac14f7dba2400cd2a2506d4,Create,oUv84OlWFqy9qIuxTrMo,Desactivo
69,3bbf84dc0d9540fc84cff34c51a9bdb7,Read,kyowVdN9UxpPa6PRB2Db,Desactivo
70,34dab350e289432b95cf1c51c1dd4b09,Create,rFwa6tq8h6EQ1XMmZkMn,Activo
71,b9235f5c57f8481fbfb23b1280b17f86,Create,xe8ouuqj1ioPH6aVbMYR,Activo
72,e1e17c163cda43eca68ae7924eefa931,Read,wETJtK2Wt6dVWKvQVkwl,Desactivo
73,023dbec004d24993bccf4fef9f3befb5,Read,FDbqpjh7YFZTx4xKEcHY,Activo
74,1b869a0beb0c42e1b40c617adc6829f2,Create,PQCFmHz9IsQNdR5FYu3F,Activo
75,f1619f9fc229480894fac1519936ff08,Read,WavWWezgnjSFLWntvZt9,Desactivo
76,bfe4fb339593428aace25d5def7789ca,Create,gQRw1x7H3OzIYCiTDnzi,Desactivo
77,6bf7c8738eea4e81beba14443c590473,Read,asv0yOSWaKPOYZU04hDi,Desactivo
78,2c2aead621d2421bb2b5e0c7d3fd01f5,Read,69PraMmINK12D9PkT6L3,Activo
79,d711a427e9b14b94b2e162eb3abd7d90,Delete,MEknBqxIjQuOjbBl12LP,Desactivo
80,d3250cda53b44841b726faff8c1ecdfd,Create,ZHYTNP5RikfoiKXPi5vb,Desactivo
81,d1800a745f54438fadb9ce1171e61199,Update,RthJpTeKHZnKeIEyBCwR,Activo
82,024ea6c452c74354a746c86b4c4026c4,Delete,BiD8odm0WALfhupSb4yN,Activo
83,b84deb2bfedc4a6a9d824b1f50bae3ba,Create,phPNUdzAr0MiQXuXlWJA,Activo
84,f6b7ca22923e4ab4b01d4cdf28619657,Update,QXdZZPZ6Xxz5wTBptd7Y,Activo
85,6c3adab3038b48f8b593f0927a243c11,Create,SOsoX6BAlSbvBcuoB8eA,Activo
86,37c2206a71ef4895bb19ee604a48341b,Read,aWIgZFMKqssSIfonZ7hx,Activo
87,ae9b6247266e4ae0a1724252ebdded20,Delete,vhb2392ZuML66BNGiDVN,Activo
88,ba17a84ca14445e49d4e883b0ff3fa99,Delete,l3ld7yQt1vGwCJzPiAfT,Activo
89,ab818c5fecd048a9865a68a6330cdc5c,Delete,0CK3KOXCJvUUCol58dKi,Activo
90,f9be27995bf9426f8388a7c4731a18ac,Create,qO3cJ9pCBpHcahW5mXVU,Activo
91,d5df5afb22804a75b4acf40b2cdc6c87,Create,taRByQh6Z6dJGTLN7LG1,Desactivo
92,339dc3e659dc481788b9e8228ebd28b2,Read,xxRegknfCg29MWKJ864Z,Activo
93,b5d4e0fee4ee474f8bc9da9e4dce1afc,Update,UWH1ZDFP9XBcU2YohV8K,Activo
94,4dfaf32fb21d4449a07d3f3d41028be9,Update,aCYzIfoHlsSGWbmzO9MM,Activo
95,f5fe51c568c54e31ab0946575c8f26e4,Create,0yzOT92LmI2wdZi8nqMS,Activo
96,cb9787755c0641fa935f1fe00b600e3e,Create,KOPg4IqX4T0Uy2jZeA23,Activo
97,484b415c59e74da6b59fd917011fd4cf,Create,R7guJhkpjEQgoNuQfMbV,Activo
98,f142584b2b8d4491ae5d5c082a983e51,Delete,1asSBj3rQ46Etrtm2Ypt,Activo
99,914a5613d217497eb1e8425408b2a810,Read,CCpLeYF0oCVygEV4yDeF,Activo
100,1bc890a56245486a9be2fcdd2eae75e7,Read,eFVbpYl4LQNeEN3iThDJ,Desactivo
101,7e120d4be8c24e5f95fc639577d035d6,Delete,VGurD3mcPZ3vDLv1YvPU,Activo
102,88cfd652b530445fb4ee1f1a4f3415c2,Create,sxcp5gWCw0jAy7UzPBJZ,Activo
103,3b08c1f9f9e4485aaadb8ff2bfc058b3,Create,A5fPxOj3M4tPHYhmhGtU,Activo
104,79ffc5540100486aaacd21d589a5f31a,Create,L6DwPGGQEeGQfdranhCK,Activo
105,f867250607ae457b821025500fb97a9b,Read,26BpuBeGjeXT7SYLiR58,Desactivo
106,f316f744f4944d32925aefc10ba1bee1,Read,UJ3YZZ67clEPfFgXmBJ0,Activo
107,6025d46f2bd845a0b6b2dbbf7769a21e,Delete,vf5UcMbaaCzOYgTXr8VT,Desactivo
108,d668f128ec1e4169a3623e77feec66d2,Update,vPjsJ3zqHfkSmLvWkMtF,Activo
109,6578f9f1e70b409e90eeacb456806e93,Delete,BNKWBaW4S4Z4M2Iuc1QZ,Activo
110,b29eb093fd1e44e89877f7f23ce6848c,Delete,XxJe6OQtTwIAqqDcYOP4,Activo
111,d0e73c87938f4bdfa45c656ad3b5e27d,Delete,0AZuKhwFIZWlks4Kppzv,Activo
112,86e8206feed64f1b84ead0caff3be189,Update,lmsjIakzpdQpWX1mNFlW,Desactivo
113,cae8639191ef48d98423fe0550da6a12,Create,FsIJ0uATcaMIREVh09JR,Activo
114,f53e878480ec4ce890703872c1e054ac,Delete,7eqQf6UegvMvdQjQHN6R,Activo
115,55b0b78f3ae045ed89f99f37e093b0fb,Create,kLPNYMRPInGPI0jxVbPY,Activo
116,c0992cbe92a04b3593897679e4e03f6b,Create,l414DF86znondtYsKoQr,Desactivo
117,fa2b6cdb0c344a32ba3877b633ccab30,Read,oeVFe9ywZDZm6aA6HNZO,Activo
118,30d41d3abf384e8492b685ca691a52a6,Update,FKce0oGNrKETSDj0C00U,Activo
119,eca1133229ff47359200971fbf79b4e4,Update,MRxEb3eWFGFu861o2cIJ,Desactivo
120,229592a62d5e4f1297b8d9549be80f71,Create,lIiAK2UySwlbTq0CfAHU,Activo
121,14a64681abbb477f89bf48b975795586,Create,y7Cch7OrLMg9ZkHct6yc,Desactivo
122,1be7c9bc05a74f1cbe2fb2b3313382e3,Update,plTv0uSe6oFkF1AX4XNx,Activo
123,487df23c6b6544ef88463df7488efc80,Read,5xNM7QNxXqayEFl7yd0Z,Activo
124,79748f20f45b4ae7834cae3a8a77606f,Delete,5mmygUQgxBc9VSDvinji,Activo
125,35226a0a658f43108c883ca24a8704dc,Create,Ng8aTPxed92kKW4ZLSRa,Desactivo
126,0ab64e39b0164f359aa1fdb427778f2b,Read,CRlWxSMchGxwB8ns1icV,Activo
127,3f06d04fbeb04b22a114f58af47e60dc,Delete,R3G7TejQAlr9WiseowcG,Activo
128,ea13afc13a8241ad9cf40ce424280310,Read,q5PCBwa5NWJE06rGmgLK,Activo
129,43b89e2acbe146a992f9fa5a4e323a18,Delete,9XR3mIkjqAUPyQhVKYKz,Activo
130,cf6e103694f6404eac64804f66c89fda,Delete,SMpn9ertoqpnu3DfN2GR,Desactivo
131,45348676c72c481fb8c923e4f903881e,Read,TKFQ5b1e78MNhApsCDiC,Activo
132,d67f37f0d3624413822f75df090ec555,Update,agrD7cfN0UhKS2uFWh9X,Activo
133,4195b88f68644bcf9fb234166af0e04a,Create,fwsc4mAcaZn0oG0SLoMn,Activo
134,0470daf18bc84c05b1c86cb5dcbe51f8,Read,CJNMO8gbOEJvB8fuAhPl,Activo
135,3a83330a96cc48bebbd863d66fc31adf,Update,YSJSCiFsKeZ66uw1KoSN,Activo
136,d0a096006e50428684ed07f2e84bf1c4,Update,0hPwV15OQ5ApfnvgZujD,Activo
137,c262a5b305db478d8c84d55115ed1f2c,Delete,5ttL0pVu5FUUK1zxV61k,Activo
138,e4e46f29f1d74aa88a3f0833899e9d84,Delete,bvV3YujG7rEruofcqQFt,Desactivo
139,e0bd5a3faa8b4da2ac1ba497c23657bc,Update,q25yRmvlTV0GA1mxnyFf,Activo
140,3dbe63d0e34842fdbbf4085171796d2e,Update,hDouzbr3yvBDSW75H5re,Desactivo
141,6a85a1d4b5c34bec92c21ddcb7232631,Create,Vod4onDg0TyEctApWsBD,Activo
142,6b4f79d1f19b4767a51883758366bb8d,Create,aX5M4fi9cx8jSPsydqi1,Desactivo
143,ff664d5322644ead9f78227643298295,Create,tmC8FL3MouTjivqRSp6a,Activo
144,6ae33a6ed17e460481c05bfa4065a269,Create,rW6ipt7RyPBBdAe8Qf58,Activo
145,c7c347a63e9e4268930a54a344e8e994,Delete,OdYT9qo6b8OKMRTh0VZk,Activo
146,92b9024810aa430485cf2d44fb2e07db,Create,PB8VlUJt67R9McAnihD5,Desactivo
147,0b4fabdc4b7c4ca28153c50b3cb252e3,Read,Jt1kPjAU3LKB9xa1Chdc,Desactivo
148,4d5812c8649c4e43a2553a98fd117430,Delete,2mgen80ZElGob1eLiK8p,Desactivo
149,25fba139519b4d1aa40de29dbcee9d7a,Update,yTkYar7qjF4yNLuyqeD5,Activo
150,1c8a80bd94464fd381f5d70d7de39463,Update,nbv3LUp8SKS7bC2Z3meQ,Desactivo
151,9588dcc5db44481f914aa5a62d127737,Update,OcmXmUSCyfWLTeBLFHQ7,Desactivo
152,2a7921cb94d34fe38a96624c12407a61,Delete,796q2xWeUQLr2Dy3u6fr,Activo
153,b8762b8017d748e9919548a83eda2835,Read,ADBDLfXNAfj6zUnjQd0i,Desactivo
154,a97a14c83d5142529e4ef788c8ee3ab8,Update,LswxaIIp8kQ2lenDDfJj,Activo
155,d2cdfda919d643d0ae04eb26af76f76a,Create,cpVMQkeZEFWuH2vkHlO3,Activo
156,8d4e42c48dea4f2d98130877d7c5078f,Update,BaoHBbhxWvlCenSGS2Rk,Activo
157,0604b6572f0a462ab399450a56261e56,Read,Or3s1cREr6YyTxQc43tr,Activo
158,9380106cb1714feea3584cb15dbd822a,Create,aKenliGFEW2xhGLVXwbQ,Activo
159,bae6c756b0cb432e8e984fa9cba3a135,Create,kg3dpLvpTiV6XoflUKZe,Desactivo
160,c20befea96b045cea4364b7514582454,Read,q66CnDks1KOtZ02gJt1t,Activo
161,eaaad54b00dd447f88863a8e9b06be75,Read,hBdOKgz872z7RUK8TbAo,Activo
162,3adbfbbd58a34c95b7237ce1174b8bcb,Update,07AEkUhoE1StpAINBOAw,Activo
163,fe6256b9050240d188b0a1e1271e4d61,Update,nd70CNezgo8CZ8W5wMlM,Desactivo
164,240d502e917b492689cc366124695510,Read,l8kCK1Ft941g3kdJHgy1,Activo
165,c0f9200a93004597b5ad38043f7f6e01,Update,GZ31Uwu9kYvv43KViI6f,Activo
166,8fd57be107644f308754c6395a26ee25,Delete,hqasc6M3X3pgvHuXtdFt,Desactivo
167,187795a628bd463eba930cdb6ab6ecd2,Delete,d3TajjeFKdoMNRoKNRmS,Activo
168,86405c2671b54d159b87cfb5f10bf0eb,Delete,yqk4cw8yuVWZMIPm5ts2,Desactivo
169,5fcf2680292748e0997f5657a6a255e4,Update,9D2fZ7dW7YSkgjjNADeR,Activo
170,3c084094093a44218b628394137a6019,Read,nx01oFfAkt4wopztFcLF,Desactivo
171,9baeac51bfa64be898be15daba357805,Create,T3e2ghOaIKYRDhtvQJ01,Activo
172,ab22cf8c442243bb9015196d0293b07d,Read,e6y2xm9xgDgq0EK7n3s2,Activo
173,95272b6550f94c7d8b10864acd76ba65,Read,gsAoXMPOyzgK0WP1Enpr,Desactivo
174,15519206e45a4bc1b029f40641fc57fd,Read,NfLWJQ40e3OK02kkochK,Desactivo
175,e172ec84addd43a688358b2d8fbb44d8,Read,hl9VEJw94BgMxBiKklit,Desactivo
176,a309a3bd2653490d832b1b018e4d6a3b,Update,SDPeKxZsXYVz285jG95u,Desactivo
177,0079d22579994de2b128e910250f871c,Read,hCsLDuu5DkY3WGf3vuHQ,Desactivo
178,b687ffa7feba4f37be97df7bc490d3c4,Delete,CxuyQkthvwaJaFImUoHu,Activo
179,c2d1c04b2ef54f7ab927439612114541,Create,tPdr6gT5IMQltMYTmJCd,Activo
180,3ef5b807eab246e3a32adc9e8d912e3d,Read,q5kMxblh9vIWPzaWapfR,Activo
181,b88758ef2e15426ab0753bc11e80dfed,Read,RBjBxWVDLp0QpVHYGZFy,Activo
182,d6b7b6d532514336838f27b5df3ddeeb,Read,D1m8u5lu98WZ1IVnymMG,Desactivo
183,34b75665e7a04881a23e7dbcc2561e45,Read,4X6uqM1GPC8JM6kx1RiR,Activo
184,86144441507b45749b4bffef553509ef,Create,C4TszvfBRfRIGgFsuJWP,Activo
185,1d3be9f90cff40cda6093a531798d513,Update,ls4vqoNbpY6CYGrrfFfq,Activo
186,6b4bf1f0caa743afb7c2864235e0db1d,Delete,Qrj9mY10HB8hEJF1uo2r,Desactivo
187,74cec79bb946432abb44d8eb500f216a,Update,tw8HWHNzsQHDY7nB1oum,Activo
188,45a7a4830eef4ab88ec16dc3e1265201,Read,yoHTcgl7zTrZkVS6qWqu,Activo
189,cada3e15965a4546bfc170a4a878c3e3,Read,KSgdZ2G0jqQpnZJtgyTs,Activo
190,4372870f51a54f8c96c20aeeda30949f,Create,pkE9lyv6Tf6hOkmVdsPd,Activo
191,26be146c7b074baaaafd0898e4dbcc31,Delete,7KQcVxSZtily3JeMGQNR,Desactivo
192,f9bb4194b4b14c59b05242621a121a07,Update,QFJUKypibHJRyTqzsnU1,Activo
193,3ebae3ce29f94b85893eef887a5b8daa,Delete,bkIpN2sTzdxnbf45aGPg,Desactivo
194,ac83dd4e890748ad97b46f6c09c194ca,Create,NlYb0iltp7ugf4q3aLFN,Activo
195,6b4682cd6a534cc5a965613db89660db,Create,RkWfhjjzkNLwGez5SPzp,Activo
196,6e39df0fc7e54f13b9e2a3600d710d46,Read,6X1dRBT4YsyYUOErUfAu,Activo
197,21a43866126a41a783788777ab9a64f8,Create,WyhYlQ5D4M1WpFfQ8nZN,Activo
198,4591dcc4ddf64396bedd752d76bb0d89,Create,E52In0GLRTRc3YNnbuvz,Desactivo
199,5f767475cd7f44809985951aaecbe7dc,Read,Xtut8pKmilluCxzXbDfn,Activo
200,8dacb19e34da4628ba7220ddf9ef465a,Delete,AZycKnJishXygnBwDYUr,Desactivo
201,5119557571674361927a89460628616f,Delete,vosHoBoOIrtuTkj7a8FA,Activo
202,d0dafad474c34b8db83d4568c067a490,Read,9WoNzUV4N4rXCkICSUcF,Desactivo
203,6e287710245748d3954e5364fd533174,Create,vX0r351dZ9pWO8ElyErj,Desactivo
204,554b05fd124d4383bd3a2fd644b6015b,Read,Ho9BD4Fu10IinzfBXTM9,Activo
205,246e583aa5184aadacb557ca882e45c2,Update,T5qMx8l0oAhZfqNjgoG9,Desactivo
206,1cd2e18cf9054890b4b5a53383a8321f,Delete,z4UNzbs6aiEBied6kLuB,Activo
207,a68a8f67adee40c79ca703f4c6c5e6c7,Create,iWgR0kdYikwayPyuOHs0,Desactivo
208,e72d9444a82a433ea1a7bd81bef41483,Create,U63QvvY6RRNsP6qwGLgW,Activo
209,b41394a279fd44cf81b2b4e9208d716e,Create,csmvHs5fitbU0aTOmXRd,Desactivo
210,05cc86d341ae4003958edf5b45ea09db,Read,YiO0TRjcYwNMJV2zozuQ,Activo
211,dc214d0f330b487f990104250f9723dd,Read,gOSSZx0bBcKcPBC75JUH,Activo
212,a37035bea6374c63ab86a7e0144514b0,Update,snZlL0uMvSVHTV3BhOeq,Desactivo
213,37edf10aff9d42dc8cb1f363ad8ea9fb,Delete,3x1598IMTxPK4hSyIgYn,Activo
214,25d2776b9d1f40e1a181540513d99ff3,Delete,41QRnGSGEUh17nRJfUyb,Activo
215,4695885405454cc4b7572b92b6d647d3,Create,hi2lOlYqkkzriQlrYOf9,Activo
216,9d01d5691d0e42a9be03aaa34878d0eb,Read,UNyNW0Ke3LaFanepQ151,Desactivo
217,8601c15bf5a44cd89842d0ef620e4716,Delete,IjKfc2o2bdvAmuPk5Fuj,Desactivo
218,5094766c3c65464a8398a2311c53146c,Update,IvQ4DgIvRBVGC93K6ZN0,Activo
219,84928fdb5e0e4a7498068b91ac25529c,Create,uiEG4X7oIE2e6QiaF1aB,Activo
220,0d897c9fd3c14a70a5cdba7d39ca6c14,Read,2elHCAUSicJIfz67puZn,Activo
221,f78c41ab5fd44bc788be329693b3e913,Read,qbDs1xFxDf6vfmx9Lfc8,Activo
222,139f8160ce094f278b3a1e6c23a68f37,Delete,bDJ67cpvw4vgwGCSXLR7,Activo
223,addc4968acf84bf0954b3b249ea5b22e,Delete,PifFoUmQgReNYEIjz08r,Desactivo
224,beefd578e3d84c86ad724b1126607db8,Update,qOlkZcj4U2htVb5JXOPd,Desactivo
225,b50c4895d5a9465a8cbec9b22d2fa620,Create,QJhTfoYKLaqIWtSqiCzz,Desactivo
226,cd3a129f71624191a25444a4af2aeb11,Update,undqf1Fg0VZpo8dhAXly,Desactivo
227,8b7c855b05d94843ab824833a5387eca,Delete,l663LTe75UmAWpFCy8sb,Desactivo
228,619bd645e18d449b88879d92db8c702b,Update,1uVGskguaM0RL7snVyFL,Desactivo
229,018415387e65418f88a6f4e006722128,Update,Oz0xGUSMUdyHo0hkobpo,Desactivo
230,cff1843a5c9946568fde263c8ad11086,Read,RYSBeXVuraHAvARZlCUr,Desactivo
231,dc055d56f835412abfbaec596fed0a0d,Update,NCleO110WiJJOoq0V8TS,Activo
232,c609616ec9014afab48895c15f39bf4b,Delete,cotxxCWiSTABcIYYeET6,Desactivo
233,54fb302a70c24623a1049440e069773c,Delete,LjX1bXjsSLGvb6SVTKwU,Activo
234,852ec4163bba4d239c906f68757234a4,Delete,RE1qrMZvaHs0fMsZ3dxQ,Desactivo
235,93faf0a2fa9b4facba577a6e7439655f,Update,K0XPQHep3E6jq1MkPCgs,Desactivo
236,0f764d98673d4c6aad34aa9d2c416d7f,Delete,r8CX4c0ucx9yWHwWQd4Z,Activo
237,8879f5d47bf74f6e9ca85f0957ca474a,Read,HfjA8w1XSCDZ7NMvGhuV,Activo
238,f029cfe3f29c40e3a911b6e80a62c375,Create,4AYTtM6vFvukufdNRvS1,Desactivo
239,e718dcd7864544bcaae46b773f464d79,Update,8GcSggvLisDseDNO9i4Z,Desactivo
240,b97e7708d9564050b57a76118fb642cb,Delete,VISPn4yc5eyNCydHnZlm,Activo
241,ff264294d2834ee4b3ac75a0f490a1ac,Delete,CisdBUjCWm7L8EL4e6Iz,Activo
242,9ca67e1d5e944183a97c84f4dac80d50,Update,ZI2RRt9kJMzUW5VPEQLL,Activo
243,d0cec57c0d9a493699099f7543e94b5d,Read,o2WUak8TRVv3vjAXWwVM,Activo
244,f99b2629573343fab20374bdb027269f,Create,buu2UJIRUsMVSrXJmYdS,Activo
245,aca558d16ea34b06a8b06c0c2ab1b13c,Delete,2A57kFMi2Q9BVxeClvXB,Activo
246,657e6d1085b94f63b5f0e51e62796530,Update,3FdVaVdJzOi8Nl7yaDsa,Activo
247,aad8537aff38444b931fa5a42843dc9d,Read,CrpkV5fIVws9MQb1hHRz,Activo
248,c068da12606248aa9a790765dae55150,Delete,g53xa8T85btgER3JCerv,Activo
249,ebeafe51590b4d3eb8da585f9f10b867,Create,Ippun5PoMqyII0KdITkQ,Activo
250,db9176b699e24d8898ff2b71522a35af,Delete,kI07Hcv9YXCtnI3U7ugs,Activo
251,c881c4bd88f6464ebb2731ab08b656df,Delete,HE8uCgs7BYtEkJRCWQVy,Desactivo
252,019cfcde19fd4312a143bf15fa5cc84a,Delete,oX4v3j2zFNUZGkNUFHag,Activo
253,2387df8b1b0b4c2ea3bea4c16592f148,Create,XXGDS68LYqqEmpOyuBzK,Activo
254,ce41a26449d34c438f17dc615f86a4c7,Delete,rIXWFwthsYbOGbKKYNwZ,Activo
255,07babe0de2c641e9ace4dc9370063fbd,Create,C5u5txJEWcAdGl6rjhl5,Desactivo
256,26149ec300d34c32895e5b3429be6a7a,Update,ME5WyeqfmTxJD5BDwTJO,Desactivo
257,19237f4cd9434bc2b774edd9588b2527,Update,CfSjX85B2OyVW04wCF5i,Desactivo
258,50cdb8c74b984d7287e4d17f59da6956,Delete,bqEx4N89GuTQGm2lzwKT,Activo
259,95e99613e3fc4f57bb04c9ca17021161,Create,JNmuDC5N3IDlDfWBBlZ8,Desactivo
260,1f6d13b1e1744d7c83bb43bc34f5bc27,Delete,DP1NiXwXrWzujmc4cOCJ,Activo
261,5c846a85a5094c45a23ff171b3ccedad,Delete,QJKCSc8pYaJYMDng9EsR,Desactivo
262,a0bf78005b764cf28d3d4e4b95514c8f,Delete,LLvFI2qWuo7ZmBgl7n71,Activo
263,ed59ce2a7cf84430b3c0573400f936fb,Read,e3fQXPOTGs0rJGY0a1g1,Desactivo
264,7b44b472fbc44641b634ab6571bd10d5,Update,VbSacBmDXF4iDBNppFeO,Activo
265,31692626848a4ed5adab2ab2c7865dc5,Update,ydNUqbYFNIaNez5sSWnY,Activo
266,83482c49b01c42a39b44fa0524e82005,Update,Ek31GMUI4sPFc4i1hc3n,Activo
267,9dc4e08fe0204e1a9751c56b81b8946d,Read,7RcyzhY29Uyunp9q9Bzy,Activo
268,b9d20c5f67064c90a18cfea63a2b20de,Read,MySugRDpaa7E77vlAZbM,Activo
